"Клиент","Дата","Критерий","Парам. №1","Парам. №2","Переходы (%)","Показы (%)"
"Rusfic_Alphavit_WM_pp","2021-02-23","cities","Тюмень","",6.9,1.2
"Rusfic_Alphavit_WM_pp","2021-02-23","cities","Петрозаводск","",0,1.1
"Rusfic_Alphavit_WM_pp","2021-02-23","cities","Тула","",0,1.1
"Rusfic_Alphavit_WM_pp","2021-02-23","cities","Белгород","",0,1
"Rusfic_Alphavit_WM_pp","2021-02-23","cities","Магнитогорск","",5.5,0.6
"Rusfic_Alphavit_WM_pp","2021-02-23","cities","Тамбов","",1.3,0.5
"Rusfic_Alphavit_WM_pp","2021-02-23","cities","Старый Оскол","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-02-23","cities","Стерлитамак","",1.3,0.3
"Rusfic_Alphavit_WM_pp","2021-02-23","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-02-23","gender","М","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-23","gender_age","Ж","1-18",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-23","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-02-23","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-02-23","gender_age","Ж","24-27",2.7,1.9
"Rusfic_Alphavit_WM_pp","2021-02-23","gender_age","Ж","27-30",4.1,2.4
"Rusfic_Alphavit_WM_pp","2021-02-23","gender_age","Ж","30-35",36.1,37.8
"Rusfic_Alphavit_WM_pp","2021-02-23","gender_age","Ж","35-45",45.8,49.4
"Rusfic_Alphavit_WM_pp","2021-02-23","gender_age","Ж","45+",6.9,5.6
